CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
15594,16,5,1771.78,2011-11-24 08:53:00,4,4,4,444,Champions
15596,101,5,1406.59,2011-08-31 10:55:00,2,4,4,244,At Risk
15597,35,1,324.57,2011-11-04 13:26:00,3,1,2,312,Other
15598,53,1,240.68,2011-10-17 16:04:00,3,1,1,311,Other
15599,27,2,761.74,2011-11-13 11:44:00,4,2,3,423,Potential Loyalists
15601,11,14,6776.56,2011-11-28 15:15:00,5,5,5,555,Champions
15602,8,9,1297.8700000000001,2011-12-01 14:14:00,5,5,4,554,Champions
15603,79,1,48.480000000000004,2011-09-22 10:04:00,2,1,1,211,Lost Customers
15604,52,1,216.39000000000001,2011-10-18 14:47:00,3,1,1,311,Other
15605,36,5,1198.23,2011-11-03 14:17:00,3,4,4,344,Loyal Customers
15606,61,9,2920.16,2011-10-09 15:47:00,3,5,5,355,Loyal Customers
15607,337,1,104.76,2011-01-07 12:44:00,1,1,1,111,Lost Customers
15608,28,4,1093.68,2011-11-11 13:20:00,4,4,4,444,Champions
15609,184,1,298.48,2011-06-08 13:00:00,1,1,2,112,Lost Customers
15610,52,1,112.46000000000001,2011-10-19 10:36:00,3,1,1,311,Other
15611,10,13,1591.45,2011-11-30 12:36:00,5,5,4,554,Champions
15612,36,2,195.15,2011-11-03 14:52:00,3,2,1,321,Other
15615,10,23,10399.74,2011-11-29 14:42:00,5,5,5,555,Champions
15618,33,4,776.851,2011-11-07 08:34:00,3,4,3,343,Loyal Customers
15619,11,1,336.4,2011-11-29 08:14:00,5,1,2,512,New Customers
15620,57,3,1553.18,2011-10-14 12:41:00,3,3,4,334,Other
15621,4,4,1293.03,2011-12-05 14:01:00,5,4,4,544,Champions
15622,43,9,3709.56,2011-10-27 16:44:00,3,5,5,355,Loyal Customers
15623,141,1,301.03000000000003,2011-07-21 17:26:00,2,1,2,212,Lost Customers
15624,117,4,588.13,2011-08-15 11:38:00,2,4,3,243,At Risk
15625,104,4,1534.26,2011-08-28 10:21:00,2,4,4,244,At Risk
15626,75,2,675.8,2011-09-26 10:03:00,2,2,3,223,Lost Customers
15628,5,9,2870.2400000000002,2011-12-05 10:24:00,5,5,5,555,Champions
15630,45,2,1186.35,2011-10-25 15:36:00,3,2,4,324,Other
15632,16,8,3285.31,2011-11-24 09:51:00,4,5,5,455,Champions
15634,17,1,243.55,2011-11-22 16:28:00,4,1,1,411,New Customers
15636,90,2,724.76,2011-09-11 11:17:00,2,2,3,223,Lost Customers
15637,53,1,223.36,2011-10-18 08:28:00,3,1,1,311,Other
15639,134,1,425.32,2011-07-28 14:30:00,2,1,2,212,Lost Customers
15640,4,15,12416.11,2011-12-05 14:35:00,5,5,5,555,Champions
15641,105,4,1887.2,2011-08-26 14:04:00,2,4,4,244,At Risk
15643,192,3,664.0,2011-06-01 07:38:00,1,3,3,133,At Risk
15644,166,4,803.54,2011-06-26 14:54:00,2,4,3,243,At Risk
15645,19,1,612.01,2011-11-21 11:55:00,4,1,3,413,New Customers
15646,158,3,447.64000000000004,2011-07-05 09:53:00,2,3,2,232,At Risk
15648,204,2,639.5,2011-05-19 15:53:00,1,2,3,123,Lost Customers
15649,336,2,816.0,2011-01-07 13:34:00,1,2,3,123,Lost Customers
15651,37,3,646.3,2011-11-03 08:41:00,3,3,3,333,Other
15652,91,1,337.74,2011-09-09 14:22:00,2,1,2,212,Lost Customers
15653,93,2,877.44,2011-09-08 10:49:00,2,2,3,223,Lost Customers
15654,9,2,922.53,2011-11-30 13:08:00,5,2,3,523,Potential Loyalists
15655,243,1,560.6700000000001,2011-04-10 15:25:00,1,1,3,113,Lost Customers
15656,45,4,748.5,2011-10-25 14:56:00,3,4,3,343,Loyal Customers
15657,23,1,30.0,2011-11-17 12:19:00,4,1,1,411,New Customers
15658,190,5,1024.1000000000001,2011-06-02 15:22:00,1,4,4,144,At Risk
15659,44,1,306.45,2011-10-27 09:23:00,3,1,2,312,Other
15660,25,9,1600.86,2011-11-14 16:58:00,4,5,4,454,Champions
15661,317,2,309.8,2011-01-26 13:56:00,1,2,2,122,Lost Customers
15663,106,1,138.14,2011-08-25 15:50:00,2,1,1,211,Lost Customers
15664,51,1,386.43,2011-10-20 10:57:00,3,1,2,312,Other
15665,168,2,2222.21,2011-06-24 14:57:00,2,2,5,225,At Risk
15667,40,1,301.32000000000005,2011-10-31 10:56:00,3,1,2,312,Other
15668,218,1,76.32000000000001,2011-05-06 10:39:00,1,1,1,111,Lost Customers
15669,40,4,684.34,2011-10-30 16:03:00,3,4,3,343,Loyal Customers
15670,297,1,173.05,2011-02-16 10:50:00,1,1,1,111,Lost Customers
15671,19,7,2657.13,2011-11-21 12:43:00,4,5,5,455,Champions
15673,88,4,2726.23,2011-09-12 16:12:00,2,4,5,245,At Risk
15674,73,5,2446.6,2011-09-27 15:17:00,2,4,5,245,At Risk
15675,81,3,323.69,2011-09-19 13:48:00,2,3,2,232,At Risk
15676,19,3,3435.76,2011-11-21 12:40:00,4,3,5,435,Potential Loyalists
15677,49,1,657.23,2011-10-21 15:36:00,3,1,3,313,Other
15678,53,1,352.7,2011-10-18 09:25:00,3,1,2,312,Other
15679,24,4,781.28,2011-11-15 16:19:00,4,4,3,443,Loyal Customers
15680,9,3,1333.68,2011-11-30 13:46:00,5,3,4,534,Potential Loyalists
15681,25,5,1426.16,2011-11-14 16:30:00,4,4,4,444,Champions
15683,117,1,193.75,2011-08-14 12:56:00,2,1,1,211,Lost Customers
15687,9,9,2993.1,2011-12-01 08:33:00,5,5,5,555,Champions
15689,120,2,254.1,2011-08-12 09:37:00,2,2,2,222,Lost Customers
15690,4,2,239.76,2011-12-05 15:59:00,5,2,1,521,Potential Loyalists
15691,252,1,136.8,2011-04-01 15:13:00,1,1,1,111,Lost Customers
15692,28,1,191.04,2011-11-11 14:12:00,4,1,1,411,New Customers
15694,1,14,6479.4,2011-12-09 09:44:00,5,5,5,555,Champions
15695,267,2,409.98,2011-03-18 08:32:00,1,2,2,122,Lost Customers
15696,33,8,2711.11,2011-11-06 14:02:00,3,5,5,355,Loyal Customers
15699,18,1,309.65,2011-11-22 08:26:00,4,1,2,412,New Customers
15700,172,2,696.68,2011-06-20 16:53:00,2,2,3,223,Lost Customers
15701,2,4,1529.0,2011-12-07 14:39:00,5,4,4,544,Champions
15703,265,1,211.5,2011-03-20 10:51:00,1,1,1,111,Lost Customers
15704,140,4,2293.62,2011-07-22 13:35:00,2,4,5,245,At Risk
15705,201,1,143.1,2011-05-22 15:37:00,1,1,1,111,Lost Customers
15706,64,4,1060.56,2011-10-07 10:09:00,3,4,4,344,Loyal Customers
15707,35,4,916.98,2011-11-04 14:35:00,3,4,3,343,Loyal Customers
15708,41,7,3235.25,2011-10-30 10:54:00,3,5,5,355,Loyal Customers
15709,284,1,133.25,2011-03-01 10:38:00,1,1,1,111,Lost Customers
15712,9,5,1072.3600000000001,2011-11-30 14:09:00,5,4,4,544,Champions
15713,143,2,356.7,2011-07-19 13:34:00,2,2,2,222,Lost Customers
15714,12,2,330.03000000000003,2011-11-28 11:26:00,5,2,2,522,Potential Loyalists
15716,146,4,1101.11,2011-07-17 11:59:00,2,4,4,244,At Risk
15717,234,1,150.3,2011-04-19 13:21:00,1,1,1,111,Lost Customers
15719,33,13,5030.07,2011-11-07 12:29:00,3,5,5,355,Loyal Customers
15720,24,1,598.73,2011-11-15 14:48:00,4,1,3,413,New Customers
15721,12,1,471.40000000000003,2011-11-28 12:14:00,5,1,2,512,New Customers
15722,36,5,2211.21,2011-11-04 11:43:00,3,4,5,345,Loyal Customers
15723,365,1,190.70000000000002,2010-12-10 11:12:00,1,1,1,111,Lost Customers
15724,201,2,218.25,2011-05-22 14:40:00,1,2,1,121,Lost Customers
15725,15,1,415.25,2011-11-24 14:51:00,4,1,2,412,New Customers
15727,17,7,5159.06,2011-11-23 12:36:00,4,5,5,455,Champions
15729,213,1,85.0,2011-05-11 12:36:00,1,1,1,111,Lost Customers
15730,66,3,1120.88,2011-10-05 12:31:00,3,3,4,334,Other
15732,212,2,294.12,2011-05-11 14:24:00,1,2,2,122,Lost Customers
15733,283,1,162.3,2011-03-02 09:05:00,1,1,1,111,Lost Customers
15734,115,2,1339.45,2011-08-17 10:50:00,2,2,4,224,At Risk
15737,15,8,1188.1200000000001,2011-11-25 11:21:00,4,5,4,454,Champions
15738,19,16,4812.42,2011-11-21 08:26:00,4,5,5,455,Champions
15739,66,1,449.12,2011-10-04 13:42:00,3,1,2,312,Other
15740,49,1,154.88,2011-10-21 14:29:00,3,1,1,311,Other
15743,16,4,775.96,2011-11-23 17:19:00,4,4,3,443,Loyal Customers
15744,78,1,34.8,2011-09-23 09:52:00,2,1,1,211,Lost Customers
15745,19,4,1094.5900000000001,2011-11-20 13:45:00,4,4,4,444,Champions
15746,134,1,196.88,2011-07-28 15:21:00,2,1,1,211,Lost Customers
15747,13,3,946.64,2011-11-27 12:26:00,5,3,4,534,Potential Loyalists
15748,40,1,144.36,2011-10-30 12:51:00,3,1,1,311,Other
15749,235,3,44534.3,2011-04-18 13:20:00,1,3,5,135,At Risk
15750,3,8,2463.05,2011-12-07 12:34:00,5,5,5,555,Champions
15752,40,7,2626.6,2011-10-31 11:37:00,3,5,5,355,Loyal Customers
15753,305,1,79.2,2011-02-08 12:41:00,1,1,1,111,Lost Customers
15754,51,3,458.57,2011-10-19 14:40:00,3,3,2,332,Other
15755,10,6,2364.25,2011-11-29 14:57:00,5,4,5,545,Champions
15756,61,4,528.01,2011-10-09 13:30:00,3,4,3,343,Loyal Customers
15757,66,2,714.42,2011-10-05 12:14:00,3,2,3,323,Other
15758,25,1,205.25,2011-11-15 10:48:00,4,1,1,411,New Customers
15759,218,3,253.04000000000002,2011-05-05 15:13:00,1,3,2,132,At Risk
15762,65,2,583.75,2011-10-05 16:15:00,3,2,3,323,Other
15763,32,2,1086.92,2011-11-08 09:44:00,4,2,4,424,Potential Loyalists
15764,88,6,3279.9700000000003,2011-09-12 17:58:00,2,4,5,245,At Risk
15766,64,1,315.06,2011-10-06 17:03:00,3,1,2,312,Other
15768,116,3,621.83,2011-08-16 10:48:00,2,3,3,233,At Risk
15769,7,26,56252.72,2011-12-02 13:52:00,5,5,5,555,Champions
15773,6,1,635.6800000000001,2011-12-04 12:48:00,5,1,3,513,New Customers
15774,69,1,270.8,2011-10-02 12:04:00,3,1,2,312,Other
15775,245,1,104.9,2011-04-08 12:56:00,1,1,1,111,Lost Customers
15776,133,1,241.62,2011-07-29 13:46:00,2,1,1,211,Lost Customers
15777,241,4,1047.1100000000001,2011-04-12 16:43:00,1,4,4,144,At Risk
15780,184,3,475.28000000000003,2011-06-09 12:01:00,1,3,2,132,At Risk
15781,25,3,345.46000000000004,2011-11-14 14:57:00,4,3,2,432,Potential Loyalists
15782,10,3,2614.74,2011-11-30 10:49:00,5,3,5,535,Potential Loyalists
15783,11,1,246.3,2011-11-29 09:50:00,5,1,1,511,New Customers
15785,33,5,2328.9700000000003,2011-11-07 11:33:00,3,4,5,345,Loyal Customers
15786,46,3,4919.0,2011-10-24 14:13:00,3,3,5,335,Other
15787,26,3,933.26,2011-11-13 14:55:00,4,3,3,433,Potential Loyalists
15789,358,1,351.3,2010-12-16 14:35:00,1,1,2,112,Lost Customers
15790,10,1,218.75,2011-11-29 14:53:00,5,1,1,511,New Customers
15791,44,2,1612.69,2011-10-27 10:14:00,3,2,4,324,Other
15793,15,3,965.61,2011-11-25 09:31:00,4,3,4,434,Potential Loyalists
15795,150,1,610.01,2011-07-13 10:43:00,2,1,3,213,Lost Customers
15796,1,8,2708.61,2011-12-08 19:55:00,5,5,5,555,Champions
15797,113,4,2207.4,2011-08-18 17:04:00,2,4,5,245,At Risk
15799,76,3,884.14,2011-09-25 12:46:00,2,3,3,233,At Risk
15800,107,2,696.89,2011-08-24 14:23:00,2,2,3,223,Lost Customers
15801,46,3,1063.95,2011-10-24 13:52:00,3,3,4,334,Other
15802,143,1,451.42,2011-07-20 11:38:00,2,1,2,212,Lost Customers
15803,51,1,415.82000000000005,2011-10-19 14:56:00,3,1,2,312,Other
15804,1,13,4206.39,2011-12-09 12:31:00,5,5,5,555,Champions
15805,23,17,5488.18,2011-11-16 16:32:00,4,5,5,455,Champions
15806,46,3,784.58,2011-10-24 14:35:00,3,3,3,333,Other
15807,50,3,903.9,2011-10-20 14:10:00,3,3,3,333,Other
15808,306,4,3651.27,2011-02-06 14:33:00,1,4,5,145,At Risk
15809,36,5,515.77,2011-11-03 16:40:00,3,4,3,343,Loyal Customers
15810,79,4,1391.98,2011-09-22 09:38:00,2,4,4,244,At Risk
15811,22,6,2218.62,2011-11-17 15:31:00,4,4,5,445,Champions
15812,107,5,1801.14,2011-08-24 14:19:00,2,4,4,244,At Risk
15813,208,2,1303.9099999999999,2011-05-16 08:13:00,1,2,4,124,At Risk
15814,17,4,1945.3300000000002,2011-11-23 08:17:00,4,4,4,444,Champions
15815,64,5,2100.6,2011-10-07 12:42:00,3,4,5,345,Loyal Customers
15819,49,4,1905.45,2011-10-21 14:50:00,3,4,4,344,Loyal Customers
15820,320,1,206.98,2011-01-24 12:00:00,1,1,1,111,Lost Customers
15821,44,2,570.96,2011-10-26 15:48:00,3,2,3,323,Other
15822,3,2,885.47,2011-12-06 14:50:00,5,2,3,523,Potential Loyalists
15823,372,1,15.0,2010-12-02 15:08:00,1,1,1,111,Lost Customers
15825,172,1,532.94,2011-06-20 13:27:00,2,1,3,213,Lost Customers
15826,56,3,1654.31,2011-10-14 16:05:00,3,3,4,334,Other
15827,73,14,1836.09,2011-09-27 15:35:00,2,5,4,254,At Risk
15829,99,2,636.14,2011-09-01 16:45:00,2,2,3,223,Lost Customers
15830,38,1,576.0,2011-11-02 10:40:00,3,1,3,313,Other
15831,58,3,794.64,2011-10-12 13:14:00,3,3,3,333,Other
15832,254,1,836.79,2011-03-30 15:29:00,1,1,3,113,Lost Customers
15834,70,4,2225.15,2011-09-30 14:41:00,3,4,5,345,Loyal Customers
15835,44,4,954.09,2011-10-26 15:47:00,3,4,4,344,Loyal Customers
15836,50,1,137.37,2011-10-20 17:13:00,3,1,1,311,Other
15837,65,1,391.98,2011-10-06 09:01:00,3,1,2,312,Other
15838,11,19,33643.08,2011-11-28 14:00:00,5,5,5,555,Champions
15839,33,3,1048.49,2011-11-06 13:54:00,3,3,4,334,Other
15840,59,2,355.56,2011-10-12 09:08:00,3,2,2,322,Other
15841,73,4,1224.06,2011-09-28 12:15:00,2,4,4,244,At Risk
15843,304,1,118.95,2011-02-09 10:19:00,1,1,1,111,Lost Customers
15844,46,1,130.73999999999998,2011-10-24 15:19:00,3,1,1,311,Other
15845,18,8,3711.77,2011-11-22 09:42:00,4,5,5,455,Champions
15847,38,2,389.27,2011-11-01 14:41:00,3,2,2,322,Other
15850,19,2,234.88,2011-11-20 14:14:00,4,2,1,421,Potential Loyalists
15852,187,2,160.71,2011-06-06 11:22:00,1,2,1,121,Lost Customers
15853,52,1,110.8,2011-10-19 10:38:00,3,1,1,311,Other
15854,4,12,2969.12,2011-12-05 13:39:00,5,5,5,555,Champions
15855,137,5,712.24,2011-07-26 10:20:00,2,4,3,243,At Risk
15856,4,27,16143.64,2011-12-05 17:09:00,5,5,5,555,Champions
15857,19,1,297.0,2011-11-21 12:18:00,4,1,2,412,New Customers
15858,16,5,1427.57,2011-11-24 12:48:00,4,4,4,444,Champions
15860,41,8,965.16,2011-10-30 11:25:00,3,5,4,354,Loyal Customers
15861,12,8,3146.92,2011-11-27 15:59:00,5,5,5,555,Champions
15862,8,4,832.88,2011-12-01 13:28:00,5,4,3,543,Loyal Customers
15863,26,2,68.84,2011-11-14 12:49:00,4,2,1,421,Potential Loyalists
15864,22,6,1936.32,2011-11-17 13:32:00,4,4,4,444,Champions
15865,41,3,895.13,2011-10-30 12:43:00,3,3,3,333,Other
15866,101,1,211.89,2011-08-30 14:09:00,2,1,1,211,Lost Customers
15867,5,15,3810.14,2011-12-04 13:32:00,5,5,5,555,Champions
15869,277,2,149.64,2011-03-07 17:23:00,1,2,1,121,Lost Customers
15870,33,1,351.44,2011-11-07 10:58:00,3,1,2,312,Other
15872,15,2,316.25,2011-11-25 11:55:00,4,2,2,422,Potential Loyalists
15874,64,7,4405.88,2011-10-07 12:31:00,3,5,5,355,Loyal Customers
15877,2,2,490.33,2011-12-08 11:53:00,5,2,3,523,Potential Loyalists
15880,369,1,329.03,2010-12-05 13:00:00,1,1,2,112,Lost Customers
15881,312,5,501.39,2011-01-31 16:59:00,1,4,3,143,At Risk
15882,199,4,516.36,2011-05-25 11:35:00,1,4,3,143,At Risk
15883,2,2,396.48,2011-12-07 17:05:00,5,2,2,522,Potential Loyalists
15885,93,3,379.35,2011-09-08 10:43:00,2,3,2,232,At Risk
15886,60,1,181.09,2011-10-10 14:25:00,3,1,1,311,Other
15888,81,1,168.31,2011-09-20 12:30:00,2,1,1,211,Lost Customers
15889,157,2,420.07,2011-07-06 11:10:00,2,2,2,222,Lost Customers
15891,227,1,511.68,2011-04-27 12:35:00,1,1,3,113,Lost Customers
15894,253,2,258.25,2011-03-31 13:50:00,1,2,2,122,Lost Customers
15895,150,1,179.17,2011-07-13 10:27:00,2,1,1,211,Lost Customers
15897,194,2,208.59,2011-05-29 13:50:00,1,2,1,121,Lost Customers
15898,1,5,1383.83,2011-12-08 15:23:00,5,4,4,544,Champions
15899,369,1,56.25,2010-12-06 10:36:00,1,1,1,111,Lost Customers
15900,24,1,337.28000000000003,2011-11-16 12:19:00,4,1,2,412,New Customers
15901,17,3,351.73,2011-11-23 12:43:00,4,3,2,432,Potential Loyalists
15903,10,7,5126.76,2011-11-30 08:08:00,5,5,5,555,Champions
15904,8,1,164.68,2011-12-01 14:50:00,5,1,1,511,New Customers
15906,20,7,1567.69,2011-11-20 12:24:00,4,5,4,454,Champions
15907,4,3,882.72,2011-12-06 12:21:00,5,3,3,533,Potential Loyalists
15909,174,1,191.94,2011-06-19 10:38:00,2,1,1,211,Lost Customers
15910,1,8,1228.88,2011-12-09 10:51:00,5,5,4,554,Champions
15912,178,2,264.62,2011-06-14 14:29:00,2,2,2,222,Lost Customers
15916,16,8,1502.8600000000001,2011-11-23 13:46:00,4,5,4,454,Champions
15917,248,1,123.1,2011-04-06 10:40:00,1,1,1,111,Lost Customers
15918,191,2,334.23,2011-06-02 11:42:00,1,2,2,122,Lost Customers
15919,20,2,525.69,2011-11-20 11:28:00,4,2,3,423,Potential Loyalists
15920,154,4,167.5,2011-07-08 15:31:00,2,4,1,241,At Risk
15921,173,1,323.03000000000003,2011-06-20 11:03:00,2,1,2,212,Lost Customers
15922,373,1,369.5,2010-12-01 13:51:00,1,1,2,112,Lost Customers
15923,373,1,127.08,2010-12-02 12:16:00,1,1,1,111,Lost Customers
15925,194,1,207.15,2011-05-29 15:35:00,1,1,1,111,Lost Customers
15930,67,1,426.63,2011-10-03 14:52:00,3,1,2,312,Other
15932,4,8,2495.87,2011-12-05 17:13:00,5,5,5,555,Champions
15933,21,3,1107.46,2011-11-18 13:14:00,4,3,4,434,Potential Loyalists
15935,239,2,416.86,2011-04-14 13:27:00,1,2,2,122,Lost Customers
15937,64,1,145.35000000000002,2011-10-06 15:48:00,3,1,1,311,Other
15938,112,5,404.58000000000004,2011-08-19 12:56:00,2,4,2,242,At Risk
15939,90,15,6115.01,2011-09-11 11:30:00,2,5,5,255,At Risk
15940,311,1,35.8,2011-02-01 16:18:00,1,1,1,111,Lost Customers
15942,134,1,337.44,2011-07-29 09:01:00,2,1,2,212,Lost Customers
15944,277,1,325.1,2011-03-08 10:33:00,1,1,2,112,Lost Customers
15945,365,1,181.0,2010-12-09 13:14:00,1,1,1,111,Lost Customers
15947,83,1,1708.24,2011-09-18 10:46:00,2,1,4,214,At Risk
15948,8,2,955.24,2011-12-01 15:32:00,5,2,4,524,Potential Loyalists
15949,17,2,364.72,2011-11-23 09:09:00,4,2,2,422,Potential Loyalists
15950,32,4,1744.71,2011-11-08 11:09:00,4,4,4,444,Champions
15951,9,2,708.22,2011-12-01 08:34:00,5,2,3,523,Potential Loyalists
15952,34,4,781.91,2011-11-06 11:18:00,3,4,3,343,Loyal Customers
15953,15,8,1657.28,2011-11-24 15:32:00,4,5,4,454,Champions
15955,24,14,4416.26,2011-11-15 14:15:00,4,5,5,455,Champions
15957,32,1,428.89,2011-11-08 12:14:00,4,1,2,412,New Customers
15958,74,1,104.35,2011-09-26 13:41:00,2,1,1,211,Lost Customers
15963,20,2,470.76,2011-11-20 11:33:00,4,2,2,422,Potential Loyalists
15965,17,4,808.87,2011-11-22 16:44:00,4,4,3,443,Loyal Customers
15967,23,2,397.68,2011-11-16 15:41:00,4,2,2,422,Potential Loyalists
15969,3,3,666.1,2011-12-07 11:06:00,5,3,3,533,Potential Loyalists
15970,304,1,314.09999999999997,2011-02-09 12:08:00,1,1,2,112,Lost Customers
15971,18,12,4199.85,2011-11-22 12:50:00,4,5,5,455,Champions
15973,367,1,307.82000000000005,2010-12-08 11:42:00,1,1,2,112,Lost Customers
15974,39,7,3442.15,2011-10-31 13:13:00,3,5,5,355,Loyal Customers
15975,84,1,371.01,2011-09-16 13:33:00,2,1,2,212,Lost Customers
15976,165,2,427.64,2011-06-27 13:00:00,2,2,2,222,Lost Customers
15977,17,2,1054.73,2011-11-22 13:29:00,4,2,4,424,Potential Loyalists
15978,77,1,1098.78,2011-09-23 15:21:00,2,1,4,214,At Risk
15980,89,3,2398.86,2011-09-12 09:41:00,2,3,5,235,At Risk
15981,25,8,3408.48,2011-11-15 08:00:00,4,5,5,455,Champions
15983,22,4,1465.12,2011-11-17 17:34:00,4,4,4,444,Champions
15984,3,10,2780.63,2011-12-07 12:16:00,5,5,5,555,Champions
15985,123,2,1142.42,2011-08-08 16:31:00,2,2,4,224,At Risk
15986,30,1,168.12,2011-11-09 15:17:00,4,1,1,411,New Customers
15987,12,7,1432.77,2011-11-27 15:38:00,5,5,4,554,Champions
15988,19,1,156.78,2011-11-20 13:23:00,4,1,1,411,New Customers
15990,44,2,792.11,2011-10-26 15:58:00,3,2,3,323,Other
15992,4,1,41.989999999999995,2011-12-06 11:00:00,5,1,1,511,New Customers
15993,9,7,2777.67,2011-12-01 10:45:00,5,5,5,555,Champions
15994,55,1,414.27,2011-10-16 12:28:00,3,1,2,312,Other
15996,88,6,1032.58,2011-09-12 15:14:00,2,4,4,244,At Risk
15998,37,5,3080.22,2011-11-03 12:45:00,3,4,5,345,Loyal Customers
16000,3,3,12393.7,2011-12-07 12:17:00,5,3,5,535,Potential Loyalists
16003,30,5,2735.37,2011-11-10 09:57:00,4,4,5,445,Champions
16005,12,4,578.71,2011-11-27 13:47:00,5,4,3,543,Loyal Customers
16006,211,1,101.4,2011-05-12 13:12:00,1,1,1,111,Lost Customers
16007,48,4,1693.81,2011-10-23 11:05:00,3,4,4,344,Loyal Customers
16008,24,3,478.78,2011-11-16 10:32:00,4,3,2,432,Potential Loyalists
16009,22,4,972.11,2011-11-17 16:51:00,4,4,4,444,Champions
16010,246,3,392.4,2011-04-08 10:14:00,1,3,2,132,At Risk
16011,8,16,3352.96,2011-12-01 16:31:00,5,5,5,555,Champions
16012,35,3,1415.29,2011-11-04 13:25:00,3,3,4,334,Other
16013,4,47,37130.6,2011-12-06 10:36:00,5,5,5,555,Champions
16014,38,3,646.83,2011-11-02 12:04:00,3,3,3,333,Other
16015,4,3,704.55,2011-12-06 10:58:00,5,3,3,533,Potential Loyalists
16016,3,8,1465.51,2011-12-06 14:35:00,5,5,4,554,Champions
16017,47,1,211.88,2011-10-23 12:56:00,3,1,1,311,Other
16018,39,2,408.9,2011-10-31 14:13:00,3,2,2,322,Other
16019,47,9,3786.24,2011-10-24 11:51:00,3,5,5,355,Loyal Customers
16020,17,3,851.01,2011-11-23 11:18:00,4,3,3,433,Potential Loyalists
16022,260,1,602.63,2011-03-24 13:16:00,1,1,3,113,Lost Customers
16023,46,3,719.81,2011-10-24 16:34:00,3,3,3,333,Other
16024,12,1,251.03,2011-11-27 13:26:00,5,1,2,512,New Customers
16025,30,1,439.65999999999997,2011-11-10 11:45:00,4,1,2,412,New Customers
16026,43,1,236.09,2011-10-27 13:53:00,3,1,1,311,Other
16027,92,6,934.62,2011-09-09 10:47:00,2,4,4,244,At Risk
16029,39,63,80850.84,2011-11-01 10:27:00,3,5,5,355,Loyal Customers
16030,310,1,331.24,2011-02-03 11:28:00,1,1,2,112,Lost Customers
16031,92,2,547.9,2011-09-08 13:07:00,2,2,3,223,Lost Customers
16033,6,20,8778.82,2011-12-04 12:44:00,5,5,5,555,Champions
16034,196,3,437.70000000000005,2011-05-27 16:17:00,1,3,2,132,At Risk
16036,87,2,758.9200000000001,2011-09-13 14:53:00,2,2,3,223,Lost Customers
16037,270,3,855.02,2011-03-15 09:13:00,1,3,3,133,At Risk
16038,8,3,471.78,2011-12-02 12:40:00,5,3,2,532,Potential Loyalists
16040,65,3,1313.55,2011-10-05 13:47:00,3,3,4,334,Other
16041,31,3,3166.4,2011-11-09 12:25:00,4,3,5,435,Potential Loyalists
16042,22,5,1177.47,2011-11-17 17:50:00,4,4,4,444,Champions
16043,38,4,773.99,2011-11-02 12:50:00,3,4,3,343,Loyal Customers
16045,120,4,1340.7,2011-08-12 12:41:00,2,4,4,244,At Risk
16048,373,2,256.44,2010-12-01 15:28:00,1,2,2,122,Lost Customers
16049,40,3,1074.81,2011-10-30 13:19:00,3,3,4,334,Other
16050,174,1,137.9,2011-06-19 11:44:00,2,1,1,211,Lost Customers
16052,54,1,362.06,2011-10-16 15:13:00,3,1,2,312,Other
16053,33,2,1511.95,2011-11-07 11:21:00,3,2,4,324,Other
16054,145,1,783.9,2011-07-17 13:08:00,2,1,3,213,Lost Customers
16055,221,1,134.8,2011-05-03 09:26:00,1,1,1,111,Lost Customers
16056,45,1,650.75,2011-10-25 15:19:00,3,1,3,313,Other
16057,16,7,2263.12,2011-11-23 15:23:00,4,5,5,455,Champions
16059,66,6,1453.16,2011-10-05 09:56:00,3,4,4,344,Loyal Customers
16062,10,4,1153.62,2011-11-30 12:15:00,5,4,4,544,Champions
16063,260,1,335.32,2011-03-24 14:56:00,1,1,2,112,Lost Customers
16065,365,1,367.14,2010-12-09 13:03:00,1,1,2,112,Lost Customers
16066,17,5,1521.04,2011-11-23 11:54:00,4,4,4,444,Champions
16070,22,2,852.15,2011-11-17 15:50:00,4,2,3,423,Potential Loyalists
16071,45,1,326.24,2011-10-26 11:14:00,3,1,2,312,Other
16072,288,1,584.3199999999999,2011-02-24 14:32:00,1,1,3,113,Lost Customers
16073,297,1,122.4,2011-02-15 15:41:00,1,1,1,111,Lost Customers
16076,3,10,2234.73,2011-12-06 14:59:00,5,5,5,555,Champions
16078,284,1,79.2,2011-03-01 09:47:00,1,1,1,111,Lost Customers
16079,17,3,1352.0,2011-11-23 12:48:00,4,3,4,434,Potential Loyalists
16080,82,2,217.16,2011-09-19 10:42:00,2,2,1,221,Lost Customers
16081,56,5,2799.42,2011-10-14 13:06:00,3,4,5,345,Loyal Customers
16083,101,2,1317.62,2011-08-31 10:47:00,2,2,4,224,At Risk
16084,299,1,436.18,2011-02-13 16:05:00,1,1,2,112,Lost Customers
16085,23,5,981.51,2011-11-16 13:24:00,4,4,4,444,Champions
16086,59,5,1121.39,2011-10-11 13:09:00,3,4,4,344,Loyal Customers
16091,155,2,315.06,2011-07-08 08:45:00,2,2,2,222,Lost Customers
16092,115,3,817.86,2011-08-17 10:46:00,2,3,3,233,At Risk
16093,107,1,17.0,2011-08-25 11:09:00,2,1,1,211,Lost Customers
16094,12,4,1078.23,2011-11-28 12:45:00,5,4,4,544,Champions
